Date,Close,Open,High,Low,Vol.,Change %
01-10-19,34827.9,34351.7,34827.9,34292.1,2.61M,1.39%
02-10-19,34054,34827.9,34887.5,34054,3.87M,-2.22%
03-10-19,34054,33696.8,34173.1,33577.7,4.45M,0.00%
04-10-19,33815.8,34232.6,34232.6,33756.3,2.02M,-0.70%
07-10-19,33041.9,33815.8,34054,33041.9,3.76M,-2.29%
08-10-19,33399.1,33041.9,33458.6,32863.3,2.12M,1.08%
09-10-19,33577.7,33518.2,33934.9,33220.5,1.49M,0.53%
10-10-19,33577.7,33696.8,33934.9,33577.7,1.28M,0.00%
11-10-19,33637.2,33756.3,33875.4,33577.7,1.26M,0.18%
14-10-19,34351.7,33934.9,34649.3,33815.8,3.54M,2.12%
15-10-19,34173.1,34411.2,34411.2,34173.1,1.05M,-0.52%
16-10-19,34232.6,34411.2,34530.3,34173.1,1.32M,0.17%
17-10-19,33756.3,34173.1,34232.6,33696.8,2.57M,-1.39%
18-10-19,33994.4,33815.8,34292.1,33696.8,2.30M,0.71%
21-10-19,33637.2,34173.1,34173.1,33518.2,2.00M,-1.05%
22-10-19,33518.2,33637.2,33696.8,33161,2.44M,-0.35%
23-10-19,33577.7,33339.6,33934.9,33339.6,1.19M,0.18%
24-10-19,34649.3,33815.8,34649.3,33577.7,3.55M,3.19%
25-10-19,34530.3,34708.9,34827.9,34351.7,2.15M,-0.34%
28-10-19,34589.8,34530.3,35006.5,34411.2,2.37M,0.17%
29-10-19,34470.7,34649.3,34708.9,34411.2,1.51M,-0.34%
30-10-19,34411.2,34470.7,34589.8,34292.1,1.75M,-0.17%
31-10-19,34470.7,34530.3,34947,34411.2,2.01M,0.17%
01-11-19,34827.9,34530.3,34947,34292.1,2.75M,1.04%
04-11-19,35661.4,34947,36018.6,34947,9.22M,2.39%
05-11-19,35601.9,35780.5,35780.5,35363.8,1.97M,-0.17%
06-11-19,35423.3,35601.9,35959.1,35423.3,2.46M,-0.50%
